TCE,url,mkd,uis,hcl,fin,gov,agdp,enc,mar,cor,gtfp,gtec,dig,fte,open,fdi,epu,wpu,cpu
0.735953834,0.157328221,0.797786529,0.342743896,-0.494692031,0.141207824,0.340339747,0.1528477,1.001586684,1.483572103,1.371081735,-0.26725143,212,0.779678391,1.674764498,-0.439573887,0.073646192,1.850868946,2.998705811,1
-0.265774136,-1.0293205,-1.789810317,-1.070760932,-0.574789376,-0.499153531,-0.51489363,0.0572935,-0.360203761,1.344827487,0.18627891,0.567206526,7,0.979791538,0.326634288,-0.29623054,-0.447899279,-0.607868303,-0.351553632,0.6651851
-0.278338943,-0.929685146,-1.637595383,-1.067186977,-0.569085722,-0.452409975,-0.317552871,0.0641482,-0.365859639,-0.198186808,-0.006895463,0.187001947,19,-1.973901261,0.874591394,-0.390190661,-0.429345217,-0.620543064,-0.351553632,0.0813397
-0.290605467,-0.826640481,-1.612832326,-1.037331734,-0.581695223,-0.332316881,-0.331461381,0.0624473,-0.371126712,-0.728388561,0.276426951,-0.147006458,19,-1.407508607,0.97042177,-0.395285626,-0.330938821,-0.788696378,-0.351553632,0.0936121
-0.286515067,-0.741059835,-1.369777114,-0.936616189,-0.590441723,-0.198409198,-0.160492436,0.0713265,-0.364056053,0.494324205,1.937726565,-0.002629805,26,-0.891968543,1.041411509,-0.371256263,-0.2452663,-0.888524159,-0.322387124,0.0318051
-0.307348674,-0.581030984,-0.937570751,-0.720704223,-0.587741894,-0.108659453,0.24818471,0.0790239,-0.402520108,-0.642324342,0.482479617,0.166277166,45,-0.917102583,1.214109989,-0.423937608,-0.298517456,-0.919853157,-0.275720713,0.0068379
-0.270686084,-0.434917685,-0.686373779,-0.485508517,-0.578830133,-0.068651884,0.222046787,0.093319,-0.383689953,0.257660008,1.989239731,0.231888018,70,-0.355532157,1.268452977,-0.431868246,-0.285603917,-0.574298392,-0.328220426,0
-0.186930551,-0.31385238,-0.44593744,-0.215085068,-0.558890986,3.920797013,0.14149361,0.1110363,-0.024512469,1.065681054,1.062002738,-0.08735821,84,0.022729726,1.214109989,-0.498533009,-0.200472603,0.1439868,-0.332109294,0.0788836
-0.132804213,-0.220618179,-0.21458162,0.078696313,-0.562883592,4.075724114,0.758494414,0.1044797,0.324043087,1.706490831,0.302183535,0.009667604,113,0.429080604,1.47171691,-0.403544803,-0.179751498,0.805139611,-0.347664764,0.3825398
-0.075405299,-0.128775534,0.023047215,0.164910739,-0.53477773,0.397534785,0.853906207,0.101895,0.404358061,-1.126823859,-0.174313254,0.25821695,131,0.558605896,1.518275722,-0.386940758,-0.161605559,1.599788095,-0.337942595,0.7283237
-0.04966557,-0.134411333,0.290286437,0.134043453,-0.491347784,0.5430507,1.070397221,0.1132099,0.431318952,0.184874761,-0.341731044,0.095590857,121,0.784549709,1.638510091,-0.372145774,-0.151034291,1.850868946,2.998705811,1
-0.157214439,-1.139740408,-1.635230939,-0.853706804,-0.190808889,-0.535043307,-0.664160425,0.0663834,-0.348891465,0.566703593,-0.032652046,-0.186935499,171,1.052128835,-0.366512921,0.042303885,-0.25731036,-0.607868303,-0.351553632,0.6651851
-0.156961003,-1.035443343,-1.419377801,-0.854525113,-0.298019135,-0.509893299,-0.603791766,0.0779808,-0.342154899,1.485846017,-0.148556671,0.133138663,251,-1.916034519,0.732099348,-0.144261366,-0.23406954,-0.620543064,-0.351553632,0.0813397
-0.15214146,-0.917091571,-1.181586657,-0.854588727,0.191739029,-0.426189654,-0.375893897,0.0825951,-0.328012768,2.374566222,0.070374286,0.128031485,288,-1.298497017,0.732099348,-0.253850632,-0.195435392,-0.788696378,-0.351553632,0.0936121
-0.12572089,-0.826640481,-0.976226563,-0.778327012,-0.22558412,-0.301884533,-0.459020098,0.0905597,-0.308215302,1.568388424,1.049124446,-0.278100219,248,-0.761183862,0.941938751,-0.265927555,-0.183160654,-0.888524159,-0.322387124,0.0318051
-0.102306929,-0.654783411,-0.754148664,-0.495871829,-0.173528724,-0.147915478,-0.201703344,0.1037449,-0.280127948,3.195181998,0.01886112,-0.152796709,277,-0.60847996,1.283962006,-0.318126147,-0.228406836,-0.919853157,-0.275720713,0.0068379
-0.085939031,-0.485013673,-0.609474508,-0.336313262,-0.009476223,-0.05879396,-0.168428676,0.1084979,-0.243424603,6.266470109,0.418088159,-0.062448292,409,-0.205750818,1.268452977,-0.383709067,-0.206756364,-0.574298392,-0.328220426,0
-0.034192995,-0.355877348,-0.554421123,-0.178443359,-0.193411022,1.422160884,0.236593402,0.1131174,0.237655941,4.502228051,0.134765744,0.200821993,466,0.120111089,1.401292081,-0.331621827,-0.136590292,0.1439868,-0.332109294,0.0788836
0.026271602,-0.246431529,-0.162379605,0.127092169,0.015105955,1.633877351,1.492611268,0.1139704,0.764116219,2.423216967,-0.303096169,0.218617813,488,0.559831078,1.508907624,-0.362112747,-0.074910513,0.805139611,-0.347664764,0.3825398
0.074067742,-0.097256808,0.047042595,0.454698891,0.069675879,0.458607144,0.24530105,0.118076,0.854859436,3.052073534,-0.303096169,-0.109430103,532,0.732514503,1.669265549,-0.324046484,0.017398439,1.599788095,-0.337942595,0.7283237
0.098336176,-0.02851398,0.231723673,0.68202091,-0.060687723,0.551671367,0.404923896,0.130475,0.879214757,4.093562205,0.01886112,-0.076076951,368,0.907007317,1.697372871,-0.322078141,0.054415622,1.850868946,2.998705811,1
-0.154329704,-0.672177851,0.465492191,-0.608026341,-0.404358911,-0.31582244,0.198876694,0.0861817,-0.368745052,-1.509296277,-0.277339586,0.470952604,12,1.000018302,0.326634288,-0.582365135,-0.372170316,-0.607868303,-0.351553632,0.6651851
-0.156767861,-0.58798876,0.853015383,-0.610437893,-0.402042225,-0.29569301,0.360354987,0.0989764,-0.368604237,-0.476974927,-0.431879085,0.378114041,14,-1.890169839,0.094047838,-0.576718085,-0.358243125,-0.620543064,-0.351553632,0.0813397
-0.161571484,-0.496146115,1.268789078,-0.712590537,-0.728288459,-0.233491005,0.376342088,0.099295,-0.36949414,0.463970892,-0.277339586,0.338631217,23,-1.360601475,0.941938751,-0.581654473,-0.338271723,-0.788696378,-0.351553632,0.0936121
-0.166251133,-0.416131689,1.660216454,-0.787019009,-0.394798935,-0.13172817,0.673749699,0.1113138,-0.370326352,0.333106424,0.5082362,0.04959453,40,-0.825772498,0.787195018,-0.562095402,-0.321507635,-0.888524159,-0.322387124,0.0318051
-0.194446158,-0.27001839,1.666401735,-0.685089014,-0.162771456,0.008967851,1.177470825,0.1128553,-0.380621608,0.740626355,-0.251583003,-0.076078008,52,-0.617247648,1.181143129,-0.537747361,-0.309137521,-0.919853157,-0.275720713,0.0068379
-0.174786579,-0.131558645,1.848626247,-0.537648929,-0.708937506,0.205257862,1.183259092,0.124684,-0.36023518,-0.47363434,0.096130869,0.18435848,62,-0.21422625,1.268452977,-0.555989425,-0.279226998,-0.574298392,-0.328220426,0
-0.117929898,-0.011189118,1.891572274,-0.098492028,-0.314660359,1.750366285,1.704904063,0.1348632,-0.211161564,-0.759306907,0.147644036,0.195968588,79,0.154803526,1.358876992,-0.556603381,-0.262141292,0.1439868,-0.332109294,0.0788836
-0.069012775,0.080653527,2.222024188,0.291152878,-0.267666939,2.03996192,2.46488603,0.1324893,-0.059276802,-1.315883312,-0.084165213,0.14540435,108,0.529284991,1.558900164,-0.567819974,-0.266683876,0.805139611,-0.347664764,0.3825398
-0.01969968,0.159972176,2.322348565,0.427341946,-0.185222441,1.008699304,2.482732302,0.1343596,-0.018439483,-0.839334227,-0.22582642,-0.110427219,85,0.638268084,1.604773792,-0.538764732,-0.254278273,1.599788095,-0.337942595,0.7283237
-0.007987382,0.691476695,2.327963571,0.542223189,-0.026426729,1.117665805,2.564343291,0.1529197,-0.011293393,-0.068289098,-0.200069837,-0.347787297,82,0.835320844,1.709365217,-0.559617694,-0.248504666,1.850868946,2.998705811,1
-0.3324665,-1.042331542,-1.203713292,-0.998362327,-0.34496969,-0.549123147,-0.209342554,0.1173001,-0.463625142,-0.405556096,-0.431879085,-0.234971525,10,0.923287226,0.475884988,-0.607357898,-0.429777739,-0.607868303,-0.351553632,0.6651851
-0.345882596,-0.947914519,-1.173773902,-1.002309292,-0.334232173,-0.514814408,0.16780703,0.1280188,-0.470904788,0.784403343,-0.586418584,-0.114301484,13,-1.924802207,0.583198098,-0.617566643,-0.413479443,-0.620543064,-0.351553632,0.0813397
-0.34751255,-0.850436076,-0.973905986,-1.024204101,-0.329454828,-0.434343804,0.183976894,0.1273097,-0.470463547,-0.033520256,-0.509148835,-0.127593894,9,-1.38997323,0.834032448,-0.602231368,-0.416935178,-0.788696378,-0.351553632,0.0936121
-0.340786042,-0.749757055,-0.929731676,-1.034963555,-0.346996989,-0.346521203,0.144079656,0.1503042,-0.463635759,0.400380529,0.353696701,-0.019484551,16,-0.805752943,1.169032168,-0.541533292,-0.412727521,-0.888524159,-0.322387124,0.0318051
-0.349006268,-0.645738302,-0.655008703,-0.98477783,-0.339596366,-0.232158932,0.294076795,0.1522414,-0.467147321,-0.286441564,-0.406122502,0.270345176,34,-0.675260518,1.396999679,-0.581420714,-0.38650563,-0.919853157,-0.275720713,0.0068379
-0.354874984,-0.492597649,-0.53810251,-0.852946327,-0.31375529,-0.111598158,0.234512816,0.1637309,-0.469226361,0.802540912,0.546871075,0.212093737,47,-0.249004746,1.518275722,-0.568436837,-0.375268944,-0.574298392,-0.328220426,0
-0.341503601,-0.374315454,-0.493972067,-0.599230249,-0.294678924,2.333000587,0.52015417,0.1665982,-0.268027751,0.806627757,0.740045448,-0.13048056,59,0.12746317,1.449898047,-0.595543776,-0.402304862,0.1439868,-0.332109294,0.0788836
-0.329039938,-0.279133077,-0.250157951,-0.405450199,-0.26093606,2.5083468,1.057282499,0.1675077,-0.058985639,0.939231425,0.366574992,-0.158067782,59,0.502178297,1.580999836,-0.567908263,-0.401790273,0.805139611,-0.347664764,0.3825398
-0.326416023,-0.196265963,-0.054553931,-0.430647157,-0.176172233,0.393054598,1.171383715,0.1654728,-0.014577171,0.673128993,0.521114491,-0.177046818,81,0.56653338,1.543753391,-0.591490558,-0.398050626,1.599788095,-0.337942595,0.7283237
-0.320176265,0.044194781,0.214659317,-0.484748039,-0.093137042,0.499154524,1.229148523,0.1913654,0.021447696,0.098809854,0.469601325,-0.4050099,61,0.707700989,1.576146223,-0.609044298,-0.430837971,1.850868946,2.998705811,1
-0.280978913,-1.002046018,0.311035642,-0.37767687,-0.57240796,-0.864967024,-1.079497395,0.139642,-0.425510401,-0.148763621,-0.277339586,0.333714369,24,0.933929784,0.910235234,-0.455738183,-0.325156342,-0.607868303,-0.351553632,0.6651851
-0.217255288,-0.900532064,0.593759999,-0.371726063,-0.559418439,-0.837219764,-0.962018377,0.1545229,-0.383213068,-0.18612817,-0.367487627,0.236984622,26,-1.915596135,0.825128497,-0.460282218,-0.311111593,-0.620543064,-0.351553632,0.0813397
-0.183962083,-0.795539222,0.739443101,-0.28443598,-0.54591617,-0.767507542,-0.889746799,0.1597178,-0.358141243,-0.580049404,-0.290217878,0.098858182,38,-1.405170556,0.886249994,-0.458719454,-0.285062711,-0.788696378,-0.351553632,0.0936121
-0.196261328,-0.686789181,1.104330798,-0.175673255,-0.374926153,-0.686194649,-0.827542652,0.1736738,-0.364070949,-0.007887727,0.598384241,0.102495593,32,-0.822849935,1.083174063,-0.430190779,-0.288099234,-0.888524159,-0.322387124,0.0318051
-0.182259506,-0.523281442,1.250671908,-0.039455272,-0.54145349,-0.615438291,-0.544263884,0.1846854,-0.351608356,-0.217052029,-0.109921796,0.173752891,82,-0.664008652,1.120247549,-0.462813848,-0.274185351,-0.919853157,-0.275720713,0.0068379
-0.182422501,-0.384125919,1.437151542,0.139855467,-0.398603502,-0.549951476,-0.586792369,0.1980762,-0.341535466,0.746781083,0.01886112,0.187594084,132,-0.297957671,1.250577153,-0.455728315,-0.22480249,-0.574298392,-0.328220426,0
-0.15429766,-0.262364836,1.68315902,0.352147213,-0.514325884,1.424573158,-0.466288137,0.2030039,0.02746299,0.253291336,-0.071286921,-0.074719266,84,0.052011894,1.413799113,-0.341470755,-0.191314238,0.1439868,-0.332109294,0.0788836
-0.104083958,-0.169826414,1.992466925,0.650164714,-0.466140313,1.508211071,0.006198952,0.2039186,0.465916984,-0.12156278,-0.122800087,-0.185112565,176,0.425399398,1.542453736,-0.339705112,-0.167483415,0.805139611,-0.347664764,0.3825398
-0.061034671,-0.081462657,2.362399354,0.854851687,-0.383854926,-0.263155521,0.036954365,0.1992991,0.579346277,-0.079245231,-0.200069837,0.024439298,176,0.57115504,1.694071665,-0.278844124,-0.146851032,1.599788095,-0.337942595,0.7283237
-0.04404067,-0.346832239,2.793263379,0.903290916,-0.30895906,-0.177714364,0.130638427,0.2149713,0.614414233,-0.681791229,-0.122800087,0.094480601,162,0.742566276,1.751838284,-0.340678817,-0.136989543,1.850868946,2.998705811,1
