tce,url,mkd,uis,fin,gov,agdp,enc,cor,dig,open,fdi,epu,wpu,cpu
0.4271425,0.555,8.21179,7.112494,1.62512,0.19283319,4.3853,0.08280166,0.038,137.83,0.076134361,6.723565,92.11420781,0.39,48.68357734
0.4169197,0.575,8.37764,7.174018,1.713297,0.178638266,4.8311,0.08366935,0.079,170.02,0.068425476,7.16084,129.3138679,0.12,44.28451654
0.4367243,0.585,9.1223,7.226496,3.389638,0.160861605,5.3317,0.09733611,0.094,206.0253759,0.076234251,6.90958,206.6387024,0.1,95.03284876
0.4503776,0.6,9.26133,7.262168,3.468551,0.156322708,5.5906,0.1131812,0.053,235.7749469,0.086629164,6.718295,277.8131221,0.02,290.3845297
0.4708354,0.611,9.43895,7.298183,1.963513,0.164557003,6.284,0.1190219,0.081,249.7890515,0.076241893,6.47738,363.3586174,0.07,512.8383186
0.4944694,0.62124,10.2063,7.321712,1.996512,0.180850118,6.5503,0.1202576,0.06,263.2502318,0.10278077,6.12818,390.3879721,17.23,687.6163291
0.2293516,0.739,11.7495,6.738045,4.93884,0.106851915,8.0478,0.04071135,0.158,86.18,0.588639447,2.80929,125.7,0,96.61290641
0.2465417,0.743,12.3884,6.759933,4.828793,0.101255958,8.8962,0.04289818,0.131,147.96,0.499044746,2.830905,124.3355367,0,104.5081246
0.2697148,0.749,13.002,6.796738,4.765347,0.103074002,11.8589,0.04670217,0.161,189.27,0.482999451,3.063675,106.2334968,0,64.74577466
0.2810144,0.751,13.0201,6.820446,4.812308,0.104278005,12.9448,0.04926873,0.301,199.4,0.453715735,3.649985,95.48683697,0.15,48.68357734
0.2906708,0.753,13.9509,6.842093,4.963414,0.119400609,11.223,0.05180969,0.186,231.13,0.412528456,4.129445,92.11420781,0.39,44.28451654
0.2992865,0.762,14.0367,6.856181,5.119431,0.12374378,12.4286,0.05861405,0.284,246.9187326,0.399181852,4.37354,129.3138679,0.12,95.03284876
0.3141714,0.768,14.5697,6.86005,5.311385,0.119015504,14.1088,0.08206306,0.289,285.4320327,0.402133929,4.27164,206.6387024,0.1,290.3845297
0.3265096,0.804,15.1423,6.877367,5.513368,0.125840168,14.018,0.1052151,0.151,302.9827188,0.387429823,4.17506,277.8131221,0.02,512.8383186
0.349423,0.826,15.949,6.927006,5.52507,0.130098224,15.2465,0.1127572,0.119,321.6456675,0.36407988,3.34179,363.3586174,0.07,687.6163291
0.3706074,0.83292,16.8921,6.961966,5.521473,0.130386191,13.6617,0.1153834,0.133,334.4780614,0.368444139,2.36341,390.3879721,17.23,472.2192815
0.09555036,0.69,12.7741,6.870247,3.521251,0.1237779,7.9524,0.01698503,0.105,301.1323228,1.046648553,0.10215,125.7,0,472.2192815
0.09509485,0.694,13.1312,6.881824,3.500364,0.126097466,8.6228,0.01688964,0.092,81.77,0.92613037,0.250255,124.3355367,0,96.61290641
0.09627637,0.698,13.4515,6.901196,3.509571,0.131858205,12.3139,0.01717819,0.114,129.17,0.871607712,0.44993,106.2334968,0,104.5081246
0.09817511,0.703,14.4128,6.945257,3.538362,0.13140121,13.0769,0.01738907,0.185,168.04,0.845140515,0.517085,95.48683697,0.15,64.74577466
0.0941273,0.711,15.1128,7.014462,3.665621,0.162426705,10.2374,0.01691098,0.12,186.1,0.781825215,0.41695,92.11420781,0.39,48.68357734
0.09361307,0.719,16.0389,7.076974,3.739192,0.149657687,11.0656,0.01754581,0.199,213.31,0.725442522,0.272265,129.3138679,0.12,44.28451654
0.09871819,0.724,16.9497,7.122262,4.589159,0.142246643,15.099,0.03490933,0.204,228.3349014,0.76970874,0.30076,206.6387024,0.1,95.03284876
0.1004364,0.757,17.8935,7.146842,4.509366,0.148899539,13.2603,0.05370912,0.122,258.5504597,0.79643513,0.440645,277.8131221,0.02,290.3845297
0.1051022,0.775,18.259,7.127382,3.517213,0.150186482,14.3157,0.05740074,0.123,274.4001315,0.765123071,0.640745,363.3586174,0.07,512.8383186
0.1093596,0.78025,18.6167,7.099057,3.509811,0.136997341,13.2614,0.05871624,0.14,288.9372055,0.788711348,0.75842,390.3879721,17.23,687.6163291
0.06719941,0.663,6.92576,6.636608,4.077939,0.108233656,4.3132,0.01250189,0.038,297.2150155,0.407570425,1.72066,125.7,0,472.2192815
0.0710731,0.667,7.17568,6.657944,3.98286,0.106290779,4.0103,0.01334937,0.032,81.83,0.35161733,1.751125,124.3355367,0,96.61290641
0.07705355,0.67,8.01246,6.693204,3.800035,0.109893952,4.9817,0.01430436,0.039,127.24,0.318673111,1.994175,106.2334968,0,104.5081246
0.0796312,0.672,8.25427,6.731319,3.617778,0.113872718,5.3094,0.01473139,0.067,169.68,0.296672798,2.351265,95.48683697,0.15,64.74577466
0.07953114,0.68,8.38566,6.780421,3.564786,0.123427918,5.079,0.01542719,0.047,180.98,0.26269979,2.59002,92.11420781,0.39,48.68357734
0.08175963,0.69,8.78295,6.821726,3.589349,0.131332377,5.5779,0.01660064,0.063,211.38,0.233810831,2.688335,129.3138679,0.12,44.28451654
0.08788635,0.697,9.14253,6.841667,6.251782,0.140439316,5.9306,0.0403856,0.066,229.5299619,0.286835263,2.84346,206.6387024,0.1,95.03284876
0.09220115,0.707,10.0852,6.855326,6.272659,0.144851286,6.5055,0.06640052,0.034,260.2185606,0.246483695,3.06716,277.8131221,0.02,290.3845297
0.09869622,0.717,10.5569,6.868444,3.675527,0.166512516,7.1225,0.07037739,0.045,273.9750787,0.287950348,3.632605,363.3586174,0.07,512.8383186
0.1042038,0.72158,10.7275,6.871453,3.736905,0.145539223,7.1766,0.07132709,0.048,286.7384134,0.318697405,4.12541,390.3879721,17.23,687.6163291
0.05179905,0.544,9.96316,6.582976,2.757066,0.089649582,5.9256,0.009573619,0.088,300.4834384,0.687217287,0.94038,125.7,0,472.2192815
0.05404167,0.553,10.6072,6.595644,2.740304,0.089947657,6.3704,0.01004724,0.08,86.51,0.627708931,0.983185,124.3355367,0,96.61290641
0.05864007,0.571,10.6167,6.623191,2.780714,0.095308896,9.1177,0.01096213,0.098,128.16,0.624952794,1.042295,106.2334968,0,104.5081246
0.0614772,0.592,11.3917,6.677903,2.896456,0.098431068,9.6607,0.01159342,0.185,165.88,0.61809593,1.021395,95.48683697,0.15,64.74577466
0.06218823,0.609,11.6051,6.744035,2.969033,0.119392463,7.685,0.01224394,0.129,175.41,0.550375934,0.963035,92.11420781,0.39,48.68357734
0.06497956,0.629,11.8279,6.789937,3.021182,0.113927361,8.3968,0.01353896,0.195,205.98,0.539144138,0.971595,129.3138679,0.12,44.28451654
0.06937651,0.645,12.3644,6.827849,7.446642,0.111858866,9.3964,0.02430596,0.231,220.6484772,0.344190528,1.027255,206.6387024,0.1,95.03284876
0.07041835,0.685,12.3917,6.865025,7.443568,0.121100661,10.3858,0.03587396,0.129,252.9233732,0.580948418,1.162315,277.8131221,0.02,290.3845297
0.07428597,0.707,12.6755,6.850924,3.139517,0.143380655,11.2751,0.03881415,0.124,272.7402562,0.527402235,1.58512,363.3586174,0.07,512.8383186
0.07894706,0.71349,12.8554,6.817955,3.225861,0.128856624,10.2541,0.04011882,0.131,287.3399898,0.554008298,1.89881,390.3879721,17.23,687.6163291
0.05469526,0.533,10.8901,6.691453,2.509262,0.098680315,5.2477,0.008232553,0.048,77.79,0.368060449,0.80468,125.7,0,96.61290641
0.05416056,0.551,10.9481,6.707527,2.482058,0.102145046,5.735,0.008572632,0.041,119.58,0.330836612,0.87934,124.3355367,0,104.5081246
0.1411467,0.56,11.7051,6.735656,2.537179,0.110917006,6.5871,0.02176107,0.053,160.91,0.327424366,0.88091,106.2334968,0,64.74577466
0.2312958,0.574,11.7438,6.76765,2.608579,0.112474438,7.4334,0.03632303,0.101,172.7,0.313705751,0.73956,95.48683697,0.15,48.68357734
0.2130631,0.592,12.6405,6.804992,2.628904,0.12954238,7.0894,0.03894102,0.062,201.49,0.305027054,0.80641,92.11420781,0.39,44.28451654
0.1912471,0.605,13.2344,6.829221,2.69088,0.126949662,7.711,0.04140795,0.122,218.3852431,0.297234929,0.870915,129.3138679,0.12,95.03284876
0.2020394,0.62,13.3079,6.857178,7.363369,0.133272486,8.2952,0.05220194,0.139,249.6419994,0.161247026,1.043485,206.6387024,0.1,290.3845297
0.2165992,0.641,13.9996,6.895643,7.544569,0.147109122,9.0304,0.06568213,0.095,269.8861936,0.326578471,1.319035,277.8131221,0.02,512.8383186
0.2261928,0.651,14.7839,6.916457,3.140689,0.150523791,10.2593,0.07066023,0.085,283.8028672,0.301153107,1.0044,363.3586174,0.07,687.6163291
0.2329741,0.65579,14.7872,6.919934,3.197376,0.14995314,9.5579,0.07138958,0.077,295.5323903,0.353649685,0.65739,390.3879721,17.23,472.2192815
0.03156531,0.593,9.67634,6.782282,2.993167,0.075030012,7.582,0.005469699,0.107,293.2059018,0.649474989,0.23315,125.7,0,472.2192815
0.03290361,0.601,10.0737,6.797244,2.971684,0.076627723,8.2966,0.005725194,0.092,77.1,0.554506965,0.258145,124.3355367,0,96.61290641
0.03706257,0.61,10.5112,6.825902,2.963936,0.078138982,8.9911,0.006523476,0.11,118.88,0.520927766,0.266095,106.2334968,0,104.5081246
0.03995618,0.621,10.972,6.870097,2.939605,0.082046377,9.6437,0.007118555,0.216,156.07,0.49944368,0.263725,95.48683697,0.15,64.74577466
0.0396659,0.632,11.4655,6.920654,2.880266,0.094044519,9.0003,0.007399844,0.147,175.02,0.417024326,0.276355,92.11420781,0.39,48.68357734
0.0404045,0.643,12.0303,6.953688,2.825865,0.096052854,9.6204,0.008091198,0.231,204.52,0.380223005,0.3088,129.3138679,0.12,44.28451654
0.04254765,0.655,12.1273,6.997487,3.824532,0.092549381,10.22,0.02613259,0.262,220.6033459,0.341824838,0.386865,206.6387024,0.1,95.03284876
0.04313686,0.68,12.5951,7.037479,3.8769,0.103380162,10.7853,0.04600297,0.134,245.7531235,0.406173902,0.37449,277.8131221,0.02,290.3845297
0.0446168,0.701,13.5585,7.073937,2.999995,0.110712469,11.4561,0.04972101,0.134,262.1093148,0.425358934,0.267555,363.3586174,0.07,512.8383186
0.04654886,0.70699,13.7013,7.101225,3.10252,0.111648059,11.3746,0.05114772,0.161,281.7841506,0.429605316,0.21657,390.3879721,17.23,687.6163291
0.04423004,0.6,10.7537,6.515666,3.427719,0.097637577,4.5721,0.007598069,0.045,307.3338122,0.431818078,0.04541,125.7,0,472.2192815
0.04648179,0.614,11.73,6.541281,3.467061,0.099602696,5.0269,0.007985159,0.038,79.46,0.529517701,0.04804,124.3355367,0,96.61290641
0.05066856,0.622,12.1467,6.580602,3.635416,0.108152685,6.2688,0.008690549,0.046,125.47,0.717326641,0.058415,106.2334968,0,104.5081246
0.05245864,0.633,12.2276,6.631815,3.782962,0.109095443,6.7654,0.009130891,0.092,166.92,0.794415977,0.068125,95.48683697,0.15,64.74577466
0.0530405,0.645,12.7729,6.706583,3.786269,0.135201068,6.248,0.009778445,0.061,179.43,0.898103402,0.065075,92.11420781,0.39,48.68357734
0.05530292,0.657,13.4877,6.769053,3.737075,0.146542413,6.7158,0.01080469,0.086,209.87,0.881073539,0.060575,129.3138679,0.12,44.28451654
0.05847735,0.667,14.0393,6.818206,11.58201,0.140310033,6.9445,0.01598394,0.107,222.0965848,0.472327556,0.067525,206.6387024,0.1,95.03284876
0.06018348,0.667,14.1308,6.861054,11.66676,0.139016592,7.3428,0.021895,0.072,253.8002115,0.917261791,0.074135,277.8131221,0.02,290.3845297
0.06391801,0.676,14.4503,6.918518,3.922028,0.144739699,8.1224,0.02420741,0.068,277.1851575,0.925111842,0.07605,363.3586174,0.07,512.8383186
0.06758522,0.6813,15.0136,6.957078,3.971443,0.148809524,6.7329,0.02528726,0.075,294.9510855,1.034575006,0.07779,390.3879721,17.23,687.6163291
0.0257452,0.448,7.30816,6.64191,2.274562,0.141362737,3.6508,0.004737999,0.057,288.2367579,0.188716846,0.10788,125.7,0,472.2192815
0.02575919,0.466,7.84222,6.647869,2.347672,0.143995886,3.8476,0.004715199,0.049,67.99,0.195949636,0.145635,124.3355367,0,96.61290641
0.02652646,0.477,8.29421,6.646446,2.496852,0.160898,4.1676,0.004853228,0.072,107.11,0.221334013,0.196345,106.2334968,0,104.5081246
0.02757496,0.49,8.56918,6.67403,2.666945,0.170388306,4.374,0.005113993,0.146,149.34,0.245029421,0.20446,95.48683697,0.15,64.74577466
0.02693179,0.502,9.00245,6.711499,2.822792,0.200675316,5.3847,0.00517783,0.093,163.35,0.23981465,0.13877,92.11420781,0.39,48.68357734
0.02610001,0.537,9.20306,6.713222,2.860141,0.215725597,5.8281,0.005250973,0.139,194.88,0.225208767,0.144045,129.3138679,0.12,44.28451654
0.02603389,0.557,9.74244,6.7718,4.767297,0.225348727,6.3492,0.006454057,0.158,210.3558353,0.12189603,0.307675,206.6387024,0.1,95.03284876
0.02541566,0.556,10.4602,6.854587,4.930045,0.244801371,6.6936,0.005869596,0.089,241.635823,0.237732597,0.4114,277.8131221,0.02,290.3845297
0.02556745,0.57,10.7481,6.856977,3.270503,0.285983019,7.1087,0.006905411,0.083,260.7074456,0.220984752,0.459275,363.3586174,0.07,512.8383186
0.02616473,0.57456,10.9061,6.835941,3.379846,0.280658938,7.2192,0.009619531,0.093,275.4877447,0.218656657,0.50093,390.3879721,17.23,687.6163291
0.06405151,0.643,8.10286,6.690907,3.206229,0.194111938,7.9765,0.01119084,0.012,291.141916,1.10862679,0.14301,125.7,0,472.2192815
0.06582914,0.653,8.22254,6.707977,3.119519,0.187533697,8.7883,0.0115085,0.009,76.74,1.13616265,0.309105,124.3355367,0,96.61290641
0.07086719,0.658,9.17275,6.736087,3.006772,0.204114519,9.5726,0.01238261,0.012,120.64,0.843103501,0.437605,106.2334968,0,104.5081246
0.07426405,0.663,9.83824,6.773027,2.977052,0.18714418,10.4239,0.01319334,0.022,157.51,0.746327879,0.33853,95.48683697,0.15,64.74577466
0.07239113,0.669,10.663,6.823134,2.929085,0.219609278,9.5113,0.01354467,0.015,174.58,0.66466342,0.1967,92.11420781,0.39,48.68357734
0.07293799,0.675,10.8974,6.852366,2.768474,0.201417983,10.7463,0.01439816,0.015,201.37,0.560785719,0.22659,129.3138679,0.12,44.28451654
0.07801148,0.679,11.4294,6.861053,3.310415,0.213153192,10.3796,0.02808815,0.016,222.239721,0.343695041,0.390075,206.6387024,0.1,95.03284876
0.0809868,0.701,11.4834,6.876812,3.4997,0.235437078,11.249,0.04262876,0.01,247.9573337,0.860550388,0.366125,277.8131221,0.02,290.3845297
0.08427921,0.712,12.1293,6.878505,3.20896,0.23330417,11.6781,0.04445008,0.01,264.4862435,0.999344023,0.455825,363.3586174,0.07,512.8383186
0.08711358,0.71552,12.7941,6.8681,3.387203,0.205026455,13.013,0.04466431,0.014,278.39641,1.102644931,0.62272,390.3879721,17.23,687.6163291
0.01244182,0.56,7.39711,6.573965,2.711889,0.096604184,4.6011,0.002185683,0.035,290.2057562,0.480796336,0.0443,125.7,0,472.2192815
0.01286022,0.569,7.45293,6.580484,2.771366,0.099613226,4.8505,0.00224519,0.029,77.26,0.447147639,0.07408,124.3355367,0,96.61290641
0.01354117,0.581,8.01693,6.590516,2.920867,0.104650942,5.3222,0.002341547,0.116,124.81,0.429687134,0.11585,106.2334968,0,104.5081246
0.01394627,0.595,8.97432,6.625628,3.058457,0.109228962,5.6876,0.002419307,0.064,160.81,0.400388942,0.15311,95.48683697,0.15,64.74577466
0.01377451,0.603,9.23251,6.686503,3.187611,0.129437089,5.8917,0.002496289,0.045,172.87,0.370950355,0.19862,92.11420781,0.39,48.68357734
0.01394416,0.613,9.40685,6.73435,3.261074,0.130814177,6.4287,0.002687389,0.069,203.35,0.336195337,0.22008,129.3138679,0.12,44.28451654
0.01454912,0.622,10.0306,6.799012,5.873899,0.127614386,7.2912,0.006952694,0.079,218.6800543,0.365194649,0.218975,206.6387024,0.1,95.03284876
0.01493279,0.611,10.4772,6.867537,5.855176,0.13334236,7.9541,0.01231949,0.05,246.8770531,0.356800455,0.16178,277.8131221,0.02,290.3845297
0.01655169,0.617,10.6484,6.919229,3.346172,0.149979061,8.3555,0.01461647,0.052,263.8840171,0.33114141,0.11385,363.3586174,0.07,512.8383186
0.01790792,0.61991,11.1635,6.948487,3.476841,0.13300399,7.9889,0.01565693,0.058,278.9179142,0.360741556,0.12079,390.3879721,17.23,687.6163291
0.08646648,0.505,10.1863,6.660986,2.821975,0.187918118,3.7706,0.01649766,0.033,284.2777487,0.171971714,1.81291,125.7,0,472.2192815
0.09093466,0.525,10.5767,6.664469,2.786547,0.190135332,4.2244,0.01740517,0.028,74.03,0.15739514,1.73468,124.3355367,0,96.61290641
0.09925482,0.538,10.6629,6.673936,2.836243,0.203442243,3.7343,0.01920992,0.033,112.62,0.163091432,1.78715,106.2334968,0,104.5081246
0.1075841,0.552,11.51,6.691569,2.956428,0.209175184,3.9721,0.0211771,0.061,155.93,0.169835369,2.04981,95.48683697,0.15,64.74577466
0.114343,0.564,12.2281,6.73552,3.004851,0.253786402,5.1676,0.02350189,0.039,164.41,0.189922098,2.344275,92.11420781,0.39,48.68357734
0.1241399,0.58,12.3862,6.796315,2.988693,0.280936013,5.6238,0.02810507,0.053,194.73,0.186293621,2.66827,129.3138679,0.12,44.28451654
0.1366555,0.597,12.6063,6.853329,7.512017,0.303776421,5.9674,0.04077897,0.058,212.8220492,0.062969805,2.925065,206.6387024,0.1,95.03284876
0.142879,0.6,12.7767,6.920499,7.61367,0.308316663,6.3611,0.05382669,0.036,241.2841745,0.176820018,3.125185,277.8131221,0.02,290.3845297
0.1545818,0.612,13.4117,7.072312,3.33744,0.358930252,6.6936,0.06000198,0.03,257.3069885,0.199681787,3.31075,363.3586174,0.07,512.8383186
0.1650614,0.61753,13.9717,7.185477,3.512401,0.344155844,6.1811,0.06245512,0.026,272.412084,0.223143271,3.3915,390.3879721,17.23,687.6163291
0.0537021,0.646,10.5632,6.431359,3.028441,0.129240889,4.8563,0.01139284,0.039,71.58,0.218614555,1.04077,125.7,0,96.61290641
0.05805293,0.664,11.0367,6.435675,3.081079,0.136877089,5.5186,0.01223719,0.032,114.66,0.267421841,1.19021,124.3355367,0,104.5081246
0.06731499,0.678,11.5565,6.441686,3.202625,0.134819631,6.1555,0.0138953,0.042,155.02,0.241079559,1.49048,106.2334968,0,64.74577466
0.07446436,0.691,12.4681,6.487144,3.306659,0.135120528,6.7689,0.01513659,0.138,172.25,0.238179702,1.822355,95.48683697,0.15,48.68357734
0.07609301,0.704,12.5133,6.597922,3.49099,0.136035913,7.3102,0.01603333,0.066,201.48,0.223793563,2.15201,92.11420781,0.39,44.28451654
0.07810878,0.721,12.8296,6.681303,3.788543,0.137065336,8.0138,0.01726582,0.061,222.5722748,0.197827842,2.406035,129.3138679,0.12,95.03284876
0.08349016,0.737,13.5188,6.717492,4.747384,0.138511077,9.1113,0.02266842,0.076,256.2410855,0.240635403,2.599375,206.6387024,0.1,290.3845297
0.08564612,0.7497,13.67,6.772776,4.631519,0.12782967,9.747,0.02819717,0.062,272.5213693,0.260647314,2.80186,277.8131221,0.02,512.8383186
0.08860762,0.7633,14.3481,6.845633,3.524451,0.116904372,11.5623,0.02948313,0.057,288.0847303,0.236155839,2.91821,363.3586174,0.07,687.6163291
0.09216925,0.82284,15.0687,6.883029,3.34374,0.119454095,10.8427,0.02987965,0.068,299.1587899,0.258542474,2.92,390.3879721,17.23,472.2192815
0.02682224,0.563,9.64763,6.111812,1.839786,0.144731764,4.3095,0.006035029,0.033,290.0456739,0.154431987,0.50757,125.7,0,472.2192815
0.02817435,0.58,10.164,6.121886,1.867446,0.160116992,4.8742,0.006363085,0.024,57.03,0.155801311,0.65838,124.3355367,0,96.61290641
0.03227794,0.5937,10.3642,6.140347,1.908245,0.152415064,5.8532,0.007338421,0.044,104.45,0.160269511,0.910905,106.2334968,0,104.5081246
0.03592416,0.6067,10.7282,6.181379,1.915453,0.151544673,6.4039,0.008379214,0.085,140.36,0.171464148,1.131345,95.48683697,0.15,64.74577466
0.03661617,0.6196,11.1592,6.260418,1.980318,0.158709488,6.7592,0.008898207,0.049,159.18,0.172833983,1.32102,92.11420781,0.39,48.68357734
0.03695491,0.6346,12.0718,6.364078,2.088186,0.151883354,7.3715,0.009248633,0.104,186.64,0.14048114,1.4479,129.3138679,0.12,44.28451654
0.03837707,0.6505,12.5157,6.454887,2.744436,0.155234438,8.3234,0.01148059,0.112,206.8165341,0.145295351,1.55673,206.6387024,0.1,95.03284876
0.03908726,0.6554,12.5307,6.511382,2.764622,0.140306784,8.8085,0.01391205,0.082,241.6391878,0.138785428,1.50404,277.8131221,0.02,290.3845297
0.0411512,0.6641,13.0981,6.591344,2.171395,0.138187969,9.6154,0.01474615,0.087,254.8968157,0.137353368,1.399225,363.3586174,0.07,512.8383186
0.04338563,0.72329,13.6322,6.648354,2.177158,0.130561521,10.2964,0.0151558,0.097,273.1617873,0.155795226,1.4,390.3879721,17.23,687.6163291
0.03916137,0.466,12.4224,6.375542,1.687657,0.17943197,2.4574,0.007463036,0.019,55.02,0.063744532,0.16202,125.7,0,96.61290641
0.04067815,0.483,13.4016,6.385912,1.746758,0.190964031,2.7999,0.007687077,0.016,93.41,0.087072888,0.189675,124.3355367,0,104.5081246
0.04360779,0.4967,13.6164,6.404618,1.92925,0.188520117,3.1482,0.008058613,0.022,132.85,0.105047699,0.231975,106.2334968,0,64.74577466
0.0443059,0.5091,14.5496,6.433945,1.936713,0.182419931,3.5542,0.008143098,0.037,145.63,0.111006309,0.223785,95.48683697,0.15,48.68357734
0.04199258,0.5222,14.8294,6.449492,2.030869,0.19153266,3.8267,0.007996412,0.024,174.68,0.116366556,0.20446,92.11420781,0.39,44.28451654
0.04048111,0.5374,15.6676,6.455939,2.294969,0.194830497,4.1855,0.008094333,0.026,194.1918703,0.084360328,0.215475,129.3138679,0.12,95.03284876
0.04043964,0.5531,16.0709,6.49022,3.257465,0.193466008,4.6538,0.01010062,0.027,221.7051329,0.077111925,0.230785,206.6387024,0.1,290.3845297
0.03971107,0.5722,16.5388,6.536418,3.224762,0.1749618,5.0662,0.01226199,0.023,237.289258,0.057117883,0.26192,277.8131221,0.02,512.8383186
0.04690792,0.5858,16.5619,6.645342,2.198315,0.165275597,6.0469,0.01316732,0.026,250.6017214,0.053105035,0.298225,363.3586174,0.07,687.6163291
0.05470477,0.55152,16.6065,6.730456,2.11305,0.158445886,6.3209,0.01373597,0.032,259.8693161,0.062703375,0.3112,390.3879721,17.23,472.2192815
0.07737394,0.637,8.11022,6.426431,2.362597,0.155030019,3.04,0.01405401,0.054,50.92,0.021735712,0.99172,125.7,0,96.61290641
0.07988399,0.653,8.17344,6.440225,2.394039,0.191874744,3.3489,0.01449899,0.048,99.57,0.028167401,1.165575,124.3355367,0,104.5081246
0.08595773,0.6665,9.09067,6.46136,2.487489,0.207471412,3.4897,0.01562839,0.06,132.51,0.038159641,1.54299,106.2334968,0,64.74577466
0.09293969,0.679,9.26701,6.496211,2.620837,0.190036994,3.3361,0.01714067,0.113,149.01,0.034783472,1.75393,95.48683697,0.15,48.68357734
0.09461235,0.6067,9.67413,6.574444,2.662389,0.166466906,2.6398,0.01816198,0.07,176.98,0.022961415,1.850665,92.11420781,0.39,44.28451654
0.0931808,0.6205,10.4071,6.642905,2.843913,0.228253652,2.799,0.01872278,0.102,187.7172929,0.018977124,2.017665,129.3138679,0.12,95.03284876
0.09582169,0.6346,10.6562,6.669189,4.185699,0.216944292,3.2017,0.02328552,0.12,221.8888433,0.01905786,2.185865,206.6387024,0.1,290.3845297
0.09789719,0.6411,11.4018,6.716063,4.206241,0.220592777,3.2487,0.02818337,0.093,232.225052,0.028204224,2.38066,277.8131221,0.02,512.8383186
0.1008675,0.6504,11.7215,6.803596,2.982643,0.200590972,3.714,0.02936338,0.086,244.3459366,0.031854463,2.571865,363.3586174,0.07,687.6163291
0.1040891,0.61056,12.6422,6.852799,2.868979,0.216871074,4.3557,0.02984088,0.098,255.5562467,0.03965181,2.65883,390.3879721,17.23,472.2192815
0.02518218,0.594,8.82492,6.329541,1.660823,0.122345539,5.2,0.004576632,0.046,274.7338252,0.236894799,0.30123,125.7,0,472.2192815
0.02434548,0.612,9.56019,6.334744,1.68557,0.153978313,5.6217,0.004482106,0.039,57.1,0.187127197,0.339545,124.3355367,0,96.61290641
0.02572969,0.6257,10.0873,6.343606,1.801299,0.154676648,5.8733,0.004739886,0.05,108.43,0.173661631,0.4186,106.2334968,0,104.5081246
0.02778925,0.6386,10.2102,6.38,1.913406,0.135021603,6.0091,0.005255634,0.146,140.99,0.136938011,0.501825,95.48683697,0.15,64.74577466
0.02694254,0.6515,10.5662,6.453575,1.990448,0.146487951,6.0802,0.005424442,0.076,166.44,0.134814568,0.57205,92.11420781,0.39,48.68357734
0.0263407,0.6649,11.1941,6.513028,2.088781,0.140584833,6.5833,0.005507983,0.153,187.29,0.141536911,0.623795,129.3138679,0.12,44.28451654
0.02703322,0.6789,11.2325,6.550354,2.721241,0.134495845,7.4709,0.007200606,0.206,207.9372739,0.150229514,0.66454,206.6387024,0.1,95.03284876
0.02712763,0.6825,11.7604,6.593329,2.64706,0.119910328,8.2695,0.009177522,0.162,234.3357043,0.154575854,0.469125,277.8131221,0.02,290.3845297
0.02699025,0.6912,12.6116,6.7394,2.003364,0.118428969,8.9867,0.009966992,0.164,249.3072982,0.170207334,0.27239,363.3586174,0.07,512.8383186
0.02736749,0.71759,12.8988,6.861208,2.023892,0.118889753,10.1011,0.01039399,0.175,262.6056673,0.183956605,0.28781,390.3879721,17.23,687.6163291
0.03912259,0.557,11.8933,6.51534,1.988494,0.157305017,2.6239,0.007533788,0.027,47.48,0.02345192,0.23807,125.7,0,96.61290641
0.04018737,0.572,12.4951,6.525403,2.038775,0.177264963,2.9278,0.007810149,0.023,85.54,0.035455591,0.285875,124.3355367,0,104.5081246
0.04467549,0.5853,12.867,6.549266,2.093338,0.156325498,3.2996,0.008833734,0.028,120.57,0.041226484,0.36839,106.2334968,0,64.74577466
0.04796301,0.5976,13.1003,6.570206,2.110821,0.157969565,3.5324,0.009594675,0.055,146.55,0.044320456,0.299435,95.48683697,0.15,48.68357734
0.04978643,0.6076,13.6038,6.571172,2.20455,0.1709649,3.5057,0.01013042,0.048,168.8,0.047251742,0.209505,92.11420781,0.39,44.28451654
0.05188861,0.6213,13.8342,6.58695,2.467462,0.175212445,3.6427,0.01082866,0.074,224.4356228,0.050975632,0.233135,129.3138679,0.12,95.03284876
0.05405917,0.6361,14.2025,6.608591,3.146084,0.162335905,4.1885,0.01196774,0.052,220.8465926,0.044433524,0.25664,206.6387024,0.1,290.3845297
0.05595367,0.6511,14.7349,6.647588,3.04555,0.172555548,4.3962,0.01319102,0.04,227.7379792,0.048256721,0.299155,277.8131221,0.02,512.8383186
0.05524753,0.6588,14.7642,6.769629,2.453886,0.17626213,4.7654,0.01412496,0.037,241.6786694,0.052127191,0.36403,363.3586174,0.07,687.6163291
0.05467448,0.63959,15.675,6.852359,2.458993,0.160849284,5.6661,0.01479849,0.041,253.8355515,0.062357073,0.4,390.3879721,17.23,472.2192815
0.04983124,0.749,12.5623,6.190506,1.620514,0.121957681,7.9704,0.01139982,0.027,264.9902096,0.46046191,0.27291,125.7,0,472.2192815
0.04872018,0.763,12.8996,6.196775,1.680068,0.15515033,8.4819,0.01097785,0.025,63.69,0.362753396,0.29979,124.3355367,0,96.61290641
0.05250229,0.7758,13.0339,6.228642,1.761062,0.146931339,9.2599,0.01198715,0.034,113.18,0.529902604,0.389225,106.2334968,0,104.5081246
0.05767822,0.7868,13.8369,6.26982,1.808783,0.153564797,9.7193,0.0146769,0.071,142.16,0.449253405,0.35922,95.48683697,0.15,64.74577466
