url,mkd,uis,fin,gov,agdp,enc,cor,dig,open,fdi,epu,wpu,cpu,tce
0.70314,8.82271,6.424185,1.284541,0.207824596,5.3043,0.002669562,0.016,126.05,0.020420759,0.1488867,106.2334968,0,64.74577466,0.0241269
0.6152,13.2378,6.773704,6.348644,0.234550258,5.3043,0.004266796,0.018,237.3201181,0.008732807,0.00701,277.8131221,0.02,512.8383186,0.01272659
0.619,13.3886,6.493763,1.902085,0.168511355,5.3033,0.01169361,0.108,200.1311365,0.123581224,0.136465,129.3138679,0.12,95.03284876,0.05110752
0.6164,11.1556,6.415725,1.714474,0.142957284,5.3032,0.03527961,0.047,52.63,0.026594964,0.15176,125.7,0,96.61290641,0.1136109
0.6724,9.76937,6.405203,3.40236,0.111571032,5.3023,0.005867125,0.039,290.988966,0.189377448,0.07358,125.7,0,472.2192815,0.01731445
0.6338,14.2082,6.949119,2.369494,0.340537001,5.3021,0.006803392,0.033,246.912848,0.018294695,0.04004,390.3879721,17.23,472.2192815,0.03380269
0.4586,13.0101,7.016874,1.965627,0.245123336,5.3011,0.02965354,0.074,119.3,0.159934161,1.377755,95.48683697,0.15,64.74577466,0.1825568
0.602,12.181,6.647876,1.861695,0.155692453,5.2987,0.01630544,0.131,179.24,0.196770815,1.187605,129.3138679,0.12,44.28451654,0.07930793
0.5261,11.5114,6.521866,2.405237,0.170331257,5.2969,0.01879092,0.045,221.0067398,0.102252662,0.40506,277.8131221,0.02,290.3845297,0.05695182
0.70196,12.7097,7.055949,4.526444,0.185338073,5.2961,0.08287085,0.119,260.458791,0.225968745,1.63351,390.3879721,17.23,687.6163291,0.2705248
0.6595,13.7534,6.719373,3.189577,0.230747451,5.291,0.009067429,0.059,226.1637539,0.071103949,0.35184,206.6387024,0.1,290.3845297,0.02967412
0.553,11.3755,6.21265,1.787835,0.10651967,5.289,0.005576057,0.024,142.66,0.214372203,0.132665,95.48683697,0.15,64.74577466,0.03232534
0.5032,11.4277,6.748663,1.924086,0.193049882,5.2861,0.004201338,0.021,198.3353267,0.025509446,0.184515,277.8131221,0.02,290.3845297,0.0256912
0.6441,12.598,7.010813,4.180177,0.189332002,5.2859,0.07567328,0.119,246.4325053,0.202891566,1.56672,363.3586174,0.07,512.8383186,0.2579199
0.4711,12.19,6.369486,1.703823,0.176774982,5.2812,0.004725867,0.048,136.54,0.094888133,0.075205,92.11420781,0.39,48.68357734,0.02464915
0.5131,9.66506,6.543036,1.948048,0.10665529,5.2778,0.01360644,0.073,90.09,1.36398154,0.1138533,106.2334968,0,104.5081246,0.08752654
0.528,11.4919,6.846663,2.789819,0.181089707,5.2729,0.02115953,0.216,193.451602,0.049157463,1.15403,206.6387024,0.1,95.03284876,0.09961758
0.602,13.6885,6.730038,4.8915,0.159316075,5.2723,0.02001682,0.05,218.427454,0.112394656,0.234865,129.3138679,0.12,95.03284876,0.08670399
0.5346,9.80566,6.589285,1.208716,0.11816839,5.2692,0.02351685,0.074,134.68,0.048900693,0.21852,92.11420781,0.39,48.68357734,0.1459533
