url,mkd,uis,fin,gov,agdp,enc,cor,dig,open,fdi,epu,wpu,cpu,tce
0.4709,14.1166,6.543566,3.345298,0.290100177,3.337,0.009891164,0.019,232.1959789,0.037417549,0.93262,363.3586174,0.07,512.8383186,0.01548181
0.679,9.26701,6.496211,2.620837,0.190036994,3.3361,0.01714067,0.113,149.01,0.034783472,1.75393,95.48683697,0.15,48.68357734,0.09293969
0.4222,13.1692,6.648409,2.701086,0.211549457,3.3314,0.00933563,0.028,231.6090666,0.041032467,0.399055,363.3586174,0.07,687.6163291,0.01211044
0.4719,10.9552,6.758199,2.742428,0.222050967,3.3294,0.002120757,0.051,193.0939835,0.076177607,0.16024,129.3138679,0.12,95.03284876,0.01057348
0.4467,14.6542,6.352456,4.750744,0.173377575,3.3255,0.01811135,0.049,213.8583757,0.041023305,0.62759,206.6387024,0.1,290.3845297,0.04323745
0.6398,9.36427,5.633785,1.639974,0.16274865,3.3215,0.002734158,0.029,228.0593176,0.167841131,0.03339,125.7,0,472.2192815,0.021019
0.5867,11.5306,6.366151,1.518744,0.057564237,3.3209,0.002490537,0.016,225.2387239,0.01937222,0.01337,125.7,0,472.2192815,0.01834339
0.46524,10.9836,6.130828,1.650553,0.138226553,3.3156,0.001802959,0.02,121.59,0.121505934,0.09366,95.48683697,0.15,64.74577466,0.00898067
0.42838,8.24123,5.850727,1.040386,0.151407196,3.315,0.005752564,0.024,36.44,0.018520312,0.12528,124.3355367,0,96.61290641,0.04147261
0.5419,16.2177,6.351337,3.150586,0.286495815,3.3142,0.01022592,0.083,161.88,0.025462909,0.396325,129.3138679,0.12,44.28451654,0.06805774
0.4937,14.9214,6.367536,9.473549,0.259485929,3.3134,0.01367053,0.081,208.6206874,0.230584135,0.740725,206.6387024,0.1,290.3845297,0.01621653
0.3881,12.52,6.192574,2.073186,0.222506536,3.313,0.003305827,0.085,183.040096,0.031315288,0.052475,129.3138679,0.12,95.03284876,0.01350949
0.438,8.1891,6.301993,1.34666,0.130668488,3.31,0.02537862,0.075,122.13,0.068676438,0.34815,106.2334968,0,64.74577466,0.1184448
0.4969,10.9525,6.521097,4.647407,0.254755905,3.3035,0.01138688,0.017,206.2218474,0.077231529,1.147185,277.8131221,0.02,290.3845297,0.01281486
0.51,12.9848,6.434183,1.479529,0.134535851,3.3027,0.01156903,0.039,184.5017519,0.234097397,0.035005,129.3138679,0.12,95.03284876,0.05109197
0.4783,12.6814,6.403701,1.809554,0.146594428,3.3016,0.01075063,0.172,116.55,0.02611448,0.409055,95.48683697,0.15,64.74577466,0.06142215
0.45874,10.0573,6.363392,5.494193,0.260970928,3.3009,0.01930512,0.233,214.9985669,0.008387957,0.008475,277.8131221,0.02,512.8383186,0.01051595
0.5853,12.867,6.549266,2.093338,0.156325498,3.2996,0.008833734,0.028,120.57,0.041226484,0.36839,106.2334968,0,64.74577466,0.04467549
0.8075,11.5795,5.721547,1.990162,0.222611999,3.2968,0.00342763,0.018,45.23,0.022840215,0.048195,124.3355367,0,96.61290641,0.02734716
0.382,12.0617,6.273815,1.253088,0.088568422,3.2968,0.01315054,0.065,43.78,0.190268801,0.11351,125.7,0,96.61290641,0.07897785
0.4913,10.4867,6.360435,1.894847,0.129869708,3.2943,0.02218934,0.329,116.1,0.071280288,0.904585,95.48683697,0.15,64.74577466,0.1351672
0.492,9.08716,6.628487,1.760518,0.11826431,3.2936,0.01729532,0.012,282.4034976,0.114366148,2.28737,125.7,0,472.2192815,0.08871401
0.4852,12.5247,6.306802,1.378287,0.17107926,3.2934,0.01114711,0.107,134.22,0.075445838,0.830875,95.48683697,0.15,48.68357734,0.05364774
0.4074,10.5095,6.29123,1.724463,0.17226746,3.2933,0.01117035,0.041,136.98,0.134668148,0.153715,92.11420781,0.39,48.68357734,0.05240442
0.4806,12.8609,6.698443,1.892908,0.249169435,3.2929,0.01660024,0.033,92.7,0.138062438,1.384565,106.2334968,0,104.5081246,0.0890952
0.5036,12.5947,6.596439,1.776078,0.122871845,3.2902,0.02584362,0.077,126.86,0.174608629,0.272005,106.2334968,0,64.74577466,0.1446901
0.5057,9.24934,6.016407,2.153237,0.248041775,3.2864,0.003086135,0.041,115.19,0.20400726,0.22,95.48683697,0.15,64.74577466,0.02549193
0.4462,17.8618,6.564322,3.296218,0.24399441,3.2855,0.0123991,0.057,237.0888427,0.040091379,0.95018,363.3586174,0.07,687.6163291,0.02703586
0.4528,12.5309,6.349667,1.201565,0.164769619,3.2848,0.00490437,0.041,83.75,0.115660194,0.704225,124.3355367,0,104.5081246,0.02764055
0.37959,12.701,6.631342,9.498695,0.254128637,3.2819,0.01245515,0.035,213.635026,0.292224659,0.079705,206.6387024,0.1,290.3845297,0.09040815
0.62782,13.2316,6.692986,2.235593,0.339397231,3.2811,0.006899139,0.023,224.0461748,0.413575758,0.30612,363.3586174,0.07,512.8383186,0.03185489
0.4845,14.3574,6.347876,3.11648,0.238407438,3.2799,0.03385461,0.257,219.2913107,0.037896247,0.018995,277.8131221,0.02,512.8383186,0.01572671
0.5225,12.5966,5.951471,3.722741,0.393230665,3.2788,0.006679951,0.016,217.2485469,0.071782438,0.001575,363.3586174,0.07,512.8383186,0.03512518
0.4444,9.4668,6.24157,1.301999,0.146925859,3.2787,0.009290137,0.015,49.94,0.062336142,0.02064,124.3355367,0,96.61290641,0.03183326
0.4818,11.4853,6.10316,1.220805,0.137917865,3.2765,0.005471608,0.035,43.74,0.036724965,0.18687,125.7,0,96.61290641,0.02711342
0.508,8.47781,6.022397,1.975678,0.240906128,3.2733,0.002946087,0.019,81.64,0.177568558,0.13839,106.2334968,0,104.5081246,0.02445184
